Data Source in SDW: https://sdw.ecb.europa.eu/quickview.do;jsessionid=E7BDC6600B1CE45B30CC3EF1AEDD079B?SERIES_KEY=120.EXR.D.HUF.EUR.SP00.A&start=01-01-1999&end=18-08-2022&submitOptions.x=0&submitOptions.y=0&trans=N
;EXR.D.HUF.EUR.SP00.A
;ECB reference exchange rate, Hungarian forint/Euro, 2:15 pm (C.E.T.)
Collection:;Average of observations through period (A)
Period\Unit:;[Hungarian forint ]
;;obs. status;obs. comment
2022-08-18;405,13;Normal value (A);
2022-08-17;404,28;Normal value (A);
2022-08-16;406,20;Normal value (A);
2022-08-15;398,60;Normal value (A);
2022-08-12;392,30;Normal value (A);
2022-08-11;394,18;Normal value (A);
2022-08-10;397,65;Normal value (A);
2022-08-09;397,35;Normal value (A);
2022-08-08;394,27;Normal value (A);
2022-08-05;393,78;Normal value (A);
2022-08-04;395,98;Normal value (A);
2022-08-03;395,03;Normal value (A);
2022-08-02;396,82;Normal value (A);
2022-08-01;401,35;Normal value (A);
2022-07-29;404,80;Normal value (A);
2022-07-28;407,30;Normal value (A);
2022-07-27;404,67;Normal value (A);
2022-07-26;400,99;Normal value (A);
2022-07-25;396,50;Normal value (A);
2022-07-22;398,30;Normal value (A);
2022-07-21;400,13;Normal value (A);
2022-07-20;399,50;Normal value (A);
2022-07-19;397,45;Normal value (A);
2022-07-18;402,05;Normal value (A);
2022-07-15;403,73;Normal value (A);
2022-07-14;408,78;Normal value (A);
2022-07-13;409,35;Normal value (A);
2022-07-12;409,98;Normal value (A);
2022-07-11;408,22;Normal value (A);
2022-07-08;402,45;Normal value (A);
2022-07-07;410,04;Normal value (A);
2022-07-06;411,80;Normal value (A);
2022-07-05;407,38;Normal value (A);
2022-07-04;401,52;Normal value (A);
2022-07-01;401,11;Normal value (A);
2022-06-30;397,04;Normal value (A);
2022-06-29;394,28;Normal value (A);
2022-06-28;398,55;Normal value (A);
2022-06-27;402,62;Normal value (A);
2022-06-24;401,34;Normal value (A);
2022-06-23;399,60;Normal value (A);
2022-06-22;396,00;Normal value (A);
2022-06-21;396,48;Normal value (A);
2022-06-20;397,85;Normal value (A);
2022-06-17;400,53;Normal value (A);
2022-06-16;398,10;Normal value (A);
2022-06-15;397,96;Normal value (A);
2022-06-14;398,68;Normal value (A);
2022-06-13;399,30;Normal value (A);
2022-06-10;398,48;Normal value (A);
2022-06-09;396,45;Normal value (A);
2022-06-08;391,25;Normal value (A);
2022-06-07;389,33;Normal value (A);
2022-06-06;388,05;Normal value (A);
2022-06-03;394,78;Normal value (A);
2022-06-02;394,90;Normal value (A);
2022-06-01;395,03;Normal value (A);
2022-05-31;396,20;Normal value (A);
2022-05-30;392,18;Normal value (A);
2022-05-27;392,83;Normal value (A);
2022-05-26;391,72;Normal value (A);
2022-05-25;388,25;Normal value (A);
2022-05-24;383,33;Normal value (A);
2022-05-23;381,65;Normal value (A);
2022-05-20;382,93;Normal value (A);
2022-05-19;385,83;Normal value (A);
2022-05-18;382,88;Normal value (A);
2022-05-17;386,30;Normal value (A);
2022-05-16;385,85;Normal value (A);
2022-05-13;385,00;Normal value (A);
2022-05-12;382,20;Normal value (A);
2022-05-11;379,13;Normal value (A);
2022-05-10;380,15;Normal value (A);
2022-05-09;383,23;Normal value (A);
2022-05-06;381,47;Normal value (A);
2022-05-05;378,65;Normal value (A);
2022-05-04;377,55;Normal value (A);
2022-05-03;382,15;Normal value (A);
2022-05-02;378,51;Normal value (A);
2022-04-29;378,71;Normal value (A);
2022-04-28;377,06;Normal value (A);
2022-04-27;379,74;Normal value (A);
2022-04-26;374,46;Normal value (A);
2022-04-25;374,08;Normal value (A);
2022-04-22;370,35;Normal value (A);
2022-04-21;370,60;Normal value (A);
2022-04-20;371,36;Normal value (A);
2022-04-19;374,12;Normal value (A);
2022-04-14;376,57;Normal value (A);
2022-04-13;378,45;Normal value (A);
2022-04-12;377,78;Normal value (A);
2022-04-11;378,27;Normal value (A);
2022-04-08;375,66;Normal value (A);
2022-04-07;379,26;Normal value (A);
2022-04-06;377,77;Normal value (A);
2022-04-05;370,93;Normal value (A);
2022-04-04;369,15;Normal value (A);
2022-04-01;368,12;Normal value (A);
2022-03-31;369,77;Normal value (A);
2022-03-30;368,13;Normal value (A);
2022-03-29;369,80;Normal value (A);
2022-03-28;374,13;Normal value (A);
2022-03-25;373,81;Normal value (A);
2022-03-24;374,44;Normal value (A);
2022-03-23;372,25;Normal value (A);
2022-03-22;371,23;Normal value (A);
2022-03-21;374,48;Normal value (A);
2022-03-18;375,33;Normal value (A);
2022-03-17;372,05;Normal value (A);
2022-03-16;371,18;Normal value (A);
2022-03-15;371,41;Normal value (A);
2022-03-14;373,88;Normal value (A);
2022-03-11;380,92;Normal value (A);
2022-03-10;381,63;Normal value (A);
2022-03-09;379,66;Normal value (A);
2022-03-08;388,28;Normal value (A);
2022-03-07;393,25;Normal value (A);
2022-03-04;386,54;Normal value (A);
2022-03-03;378,64;Normal value (A);
2022-03-02;382,31;Normal value (A);
2022-03-01;379,60;Normal value (A);
2022-02-28;369,72;Normal value (A);
2022-02-25;365,28;Normal value (A);
2022-02-24;368,63;Normal value (A);
2022-02-23;357,25;Normal value (A);
2022-02-22;355,89;Normal value (A);
2022-02-21;357,54;Normal value (A);
2022-02-18;356,37;Normal value (A);
2022-02-17;356,08;Normal value (A);
2022-02-16;355,65;Normal value (A);
2022-02-15;355,33;Normal value (A);
2022-02-14;357,06;Normal value (A);
2022-02-11;353,38;Normal value (A);
2022-02-10;354,02;Normal value (A);
2022-02-09;352,94;Normal value (A);
2022-02-08;353,09;Normal value (A);
2022-02-07;353,48;Normal value (A);
2022-02-04;352,92;Normal value (A);
2022-02-03;353,94;Normal value (A);
2022-02-02;354,45;Normal value (A);
2022-02-01;356,38;Normal value (A);
2022-01-31;357,19;Normal value (A);
2022-01-28;358,42;Normal value (A);
2022-01-27;358,09;Normal value (A);
2022-01-26;359,67;Normal value (A);
2022-01-25;359,44;Normal value (A);
2022-01-24;359,84;Normal value (A);
2022-01-21;358,19;Normal value (A);
2022-01-20;355,81;Normal value (A);
2022-01-19;355,88;Normal value (A);
2022-01-18;357,00;Normal value (A);
2022-01-17;356,09;Normal value (A);
2022-01-14;356,10;Normal value (A);
2022-01-13;355,24;Normal value (A);
2022-01-12;355,98;Normal value (A);
2022-01-11;357,45;Normal value (A);
2022-01-10;358,40;Normal value (A);
2022-01-07;358,68;Normal value (A);
2022-01-06;359,84;Normal value (A);
2022-01-05;362,15;Normal value (A);
2022-01-04;365,12;Normal value (A);
2022-01-03;367,71;Normal value (A);
2021-12-31;369,19;Normal value (A);
2021-12-30;370,15;Normal value (A);
2021-12-29;370,22;Normal value (A);
2021-12-28;369,08;Normal value (A);
2021-12-27;370,22;Normal value (A);
2021-12-24;370,82;Normal value (A);
2021-12-23;369,84;Normal value (A);
2021-12-22;368,54;Normal value (A);
2021-12-21;368,00;Normal value (A);
2021-12-20;366,69;Normal value (A);
2021-12-17;367,57;Normal value (A);
2021-12-16;369,24;Normal value (A);
2021-12-15;369,09;Normal value (A);
2021-12-14;366,85;Normal value (A);
2021-12-13;367,07;Normal value (A);
2021-12-10;365,58;Normal value (A);
2021-12-09;365,81;Normal value (A);
2021-12-08;368,13;Normal value (A);
2021-12-07;365,88;Normal value (A);
2021-12-06;364,43;Normal value (A);
2021-12-03;363,86;Normal value (A);
2021-12-02;362,44;Normal value (A);
2021-12-01;363,78;Normal value (A);
2021-11-30;365,68;Normal value (A);
2021-11-29;368,58;Normal value (A);
2021-11-26;368,56;Normal value (A);
2021-11-25;366,61;Normal value (A);
2021-11-24;369,15;Normal value (A);
2021-11-23;370,91;Normal value (A);
2021-11-22;369,12;Normal value (A);
2021-11-19;367,80;Normal value (A);
2021-11-18;363,69;Normal value (A);
2021-11-17;364,73;Normal value (A);
2021-11-16;366,35;Normal value (A);
2021-11-15;365,98;Normal value (A);
2021-11-12;366,15;Normal value (A);
2021-11-11;364,80;Normal value (A);
2021-11-10;362,15;Normal value (A);
2021-11-09;360,99;Normal value (A);
2021-11-08;359,76;Normal value (A);
2021-11-05;359,50;Normal value (A);
2021-11-04;359,86;Normal value (A);
2021-11-03;358,88;Normal value (A);
2021-11-02;359,35;Normal value (A);
2021-11-01;360,48;Normal value (A);
2021-10-29;360,00;Normal value (A);
2021-10-28;363,33;Normal value (A);
2021-10-27;364,05;Normal value (A);
2021-10-26;365,29;Normal value (A);
2021-10-25;365,84;Normal value (A);
2021-10-22;363,52;Normal value (A);
2021-10-21;363,39;Normal value (A);
2021-10-20;361,59;Normal value (A);
2021-10-19;360,64;Normal value (A);
2021-10-18;361,35;Normal value (A);
2021-10-15;359,71;Normal value (A);
2021-10-14;359,00;Normal value (A);
2021-10-13;360,20;Normal value (A);
2021-10-12;359,91;Normal value (A);
2021-10-11;360,70;Normal value (A);
2021-10-08;360,19;Normal value (A);
2021-10-07;358,16;Normal value (A);
2021-10-06;359,43;Normal value (A);
2021-10-05;356,90;Normal value (A);
2021-10-04;355,90;Normal value (A);
2021-10-01;358,16;Normal value (A);
2021-09-30;360,19;Normal value (A);
2021-09-29;359,60;Normal value (A);
2021-09-28;359,39;Normal value (A);
2021-09-27;358,13;Normal value (A);
2021-09-24;356,99;Normal value (A);
2021-09-23;356,15;Normal value (A);
2021-09-22;355,28;Normal value (A);
2021-09-21;354,63;Normal value (A);
2021-09-20;353,97;Normal value (A);
2021-09-17;351,49;Normal value (A);
2021-09-16;350,19;Normal value (A);
2021-09-15;348,86;Normal value (A);
2021-09-14;350,05;Normal value (A);
2021-09-13;349,58;Normal value (A);
2021-09-10;349,88;Normal value (A);
2021-09-09;350,88;Normal value (A);
2021-09-08;350,14;Normal value (A);
2021-09-07;348,59;Normal value (A);
2021-09-06;347,03;Normal value (A);
2021-09-03;348,40;Normal value (A);
2021-09-02;347,85;Normal value (A);
2021-09-01;348,03;Normal value (A);
2021-08-31;348,80;Normal value (A);
2021-08-30;348,30;Normal value (A);
2021-08-27;350,87;Normal value (A);
2021-08-26;349,18;Normal value (A);
2021-08-25;348,76;Normal value (A);
2021-08-24;349,69;Normal value (A);
2021-08-23;350,13;Normal value (A);
2021-08-20;350,92;Normal value (A);
2021-08-19;350,98;Normal value (A);
2021-08-18;350,52;Normal value (A);
2021-08-17;351,15;Normal value (A);
2021-08-16;351,89;Normal value (A);
2021-08-13;353,03;Normal value (A);
2021-08-12;353,25;Normal value (A);
2021-08-11;354,84;Normal value (A);
2021-08-10;352,86;Normal value (A);
2021-08-09;353,87;Normal value (A);
2021-08-06;352,72;Normal value (A);
2021-08-05;353,95;Normal value (A);
2021-08-04;354,24;Normal value (A);
2021-08-03;354,59;Normal value (A);
2021-08-02;356,01;Normal value (A);
2021-07-30;357,20;Normal value (A);
2021-07-29;358,08;Normal value (A);
2021-07-28;359,72;Normal value (A);
2021-07-27;359,43;Normal value (A);
2021-07-26;361,65;Normal value (A);
2021-07-23;359,13;Normal value (A);
2021-07-22;357,87;Normal value (A);
2021-07-21;360,20;Normal value (A);
2021-07-20;359,45;Normal value (A);
2021-07-19;359,48;Normal value (A);
2021-07-16;359,73;Normal value (A);
2021-07-15;359,45;Normal value (A);
2021-07-14;358,08;Normal value (A);
2021-07-13;356,67;Normal value (A);
2021-07-12;355,38;Normal value (A);
2021-07-09;355,10;Normal value (A);
2021-07-08;358,57;Normal value (A);
2021-07-07;355,57;Normal value (A);
2021-07-06;353,40;Normal value (A);
2021-07-05;351,53;Normal value (A);
2021-07-02;352,10;Normal value (A);
2021-07-01;351,86;Normal value (A);
2021-06-30;351,68;Normal value (A);
2021-06-29;351,11;Normal value (A);
2021-06-28;351,98;Normal value (A);
2021-06-25;351,88;Normal value (A);
2021-06-24;350,52;Normal value (A);
2021-06-23;349,34;Normal value (A);
2021-06-22;355,16;Normal value (A);
2021-06-21;354,11;Normal value (A);
2021-06-18;355,41;Normal value (A);
2021-06-17;354,30;Normal value (A);
2021-06-16;351,67;Normal value (A);
2021-06-15;352,08;Normal value (A);
2021-06-14;351,14;Normal value (A);
2021-06-11;346,24;Normal value (A);
2021-06-10;346,14;Normal value (A);
2021-06-09;347,19;Normal value (A);
2021-06-08;347,86;Normal value (A);
2021-06-07;345,91;Normal value (A);
2021-06-04;346,56;Normal value (A);
2021-06-03;345,82;Normal value (A);
2021-06-02;346,06;Normal value (A);
2021-06-01;346,46;Normal value (A);
2021-05-31;347,61;Normal value (A);
2021-05-28;347,85;Normal value (A);
2021-05-27;348,54;Normal value (A);
2021-05-26;350,56;Normal value (A);
2021-05-25;348,86;Normal value (A);
2021-05-24;347,47;Normal value (A);
2021-05-21;349,11;Normal value (A);
2021-05-20;350,60;Normal value (A);
2021-05-19;350,85;Normal value (A);
2021-05-18;350,50;Normal value (A);
2021-05-17;352,90;Normal value (A);
2021-05-14;355,52;Normal value (A);
2021-05-13;357,13;Normal value (A);
2021-05-12;357,40;Normal value (A);
2021-05-11;358,34;Normal value (A);
2021-05-10;357,26;Normal value (A);
2021-05-07;358,01;Normal value (A);
2021-05-06;358,18;Normal value (A);
2021-05-05;359,65;Normal value (A);
2021-05-04;360,31;Normal value (A);
2021-05-03;359,94;Normal value (A);
2021-04-30;359,86;Normal value (A);
2021-04-29;360,39;Normal value (A);
2021-04-28;361,75;Normal value (A);
2021-04-27;362,77;Normal value (A);
2021-04-26;363,30;Normal value (A);
2021-04-23;363,47;Normal value (A);
2021-04-22;363,52;Normal value (A);
2021-04-21;362,30;Normal value (A);
2021-04-20;361,11;Normal value (A);
2021-04-19;360,23;Normal value (A);
2021-04-16;361,10;Normal value (A);
2021-04-15;358,93;Normal value (A);
2021-04-14;358,61;Normal value (A);
2021-04-13;359,44;Normal value (A);
2021-04-12;356,43;Normal value (A);
2021-04-09;357,97;Normal value (A);
2021-04-08;358,65;Normal value (A);
2021-04-07;359,68;Normal value (A);
2021-04-06;360,31;Normal value (A);
2021-04-01;361,84;Normal value (A);
2021-03-31;363,27;Normal value (A);
2021-03-30;363,30;Normal value (A);
2021-03-29;362,32;Normal value (A);
2021-03-26;363,58;Normal value (A);
2021-03-25;364,78;Normal value (A);
2021-03-24;364,93;Normal value (A);
2021-03-23;366,51;Normal value (A);
2021-03-22;366,90;Normal value (A);
2021-03-19;367,94;Normal value (A);
2021-03-18;368,18;Normal value (A);
2021-03-17;367,74;Normal value (A);
2021-03-16;367,30;Normal value (A);
2021-03-15;367,63;Normal value (A);
2021-03-12;366,18;Normal value (A);
2021-03-11;365,88;Normal value (A);
2021-03-10;367,48;Normal value (A);
2021-03-09;366,83;Normal value (A);
2021-03-08;367,19;Normal value (A);
2021-03-05;366,29;Normal value (A);
2021-03-04;364,53;Normal value (A);
2021-03-03;363,75;Normal value (A);
2021-03-02;363,70;Normal value (A);
2021-03-01;362,86;Normal value (A);
2021-02-26;361,43;Normal value (A);
2021-02-25;360,18;Normal value (A);
2021-02-24;359,74;Normal value (A);
2021-02-23;359,14;Normal value (A);
2021-02-22;359,09;Normal value (A);
2021-02-19;358,50;Normal value (A);
2021-02-18;358,73;Normal value (A);
2021-02-17;359,03;Normal value (A);
2021-02-16;358,51;Normal value (A);
2021-02-15;358,15;Normal value (A);
2021-02-12;358,87;Normal value (A);
2021-02-11;357,18;Normal value (A);
2021-02-10;357,53;Normal value (A);
2021-02-09;358,88;Normal value (A);
2021-02-08;358,33;Normal value (A);
2021-02-05;356,58;Normal value (A);
2021-02-04;355,59;Normal value (A);
2021-02-03;355,51;Normal value (A);
2021-02-02;355,70;Normal value (A);
2021-02-01;356,35;Normal value (A);
2021-01-29;358,39;Normal value (A);
2021-01-28;360,34;Normal value (A);
2021-01-27;360,90;Normal value (A);
2021-01-26;358,61;Normal value (A);
2021-01-25;357,33;Normal value (A);
2021-01-22;357,61;Normal value (A);
2021-01-21;357,38;Normal value (A);
2021-01-20;357,38;Normal value (A);
2021-01-19;358,52;Normal value (A);
2021-01-18;360,39;Normal value (A);
2021-01-15;359,99;Normal value (A);
2021-01-14;359,57;Normal value (A);
2021-01-13;360,25;Normal value (A);
2021-01-12;359,66;Normal value (A);
2021-01-11;360,70;Normal value (A);
2021-01-08;359,62;Normal value (A);
2021-01-07;357,79;Normal value (A);
2021-01-06;357,86;Normal value (A);
2021-01-05;360,27;Normal value (A);
2021-01-04;361,32;Normal value (A);
2020-12-31;363,89;Normal value (A);
2020-12-30;364,88;Normal value (A);
2020-12-29;364,53;Normal value (A);
2020-12-28;363,46;Normal value (A);
2020-12-24;361,62;Normal value (A);
2020-12-23;362,65;Normal value (A);
2020-12-22;362,33;Normal value (A);
2020-12-21;360,93;Normal value (A);
2020-12-18;357,24;Normal value (A);
2020-12-17;355,27;Normal value (A);
2020-12-16;355,52;Normal value (A);
2020-12-15;355,32;Normal value (A);
2020-12-14;353,63;Normal value (A);
2020-12-11;354,81;Normal value (A);
2020-12-10;355,24;Normal value (A);
2020-12-09;356,64;Normal value (A);
2020-12-08;360,10;Normal value (A);
2020-12-07;359,49;Normal value (A);
2020-12-04;358,57;Normal value (A);
2020-12-03;357,63;Normal value (A);
2020-12-02;357,40;Normal value (A);
2020-12-01;357,20;Normal value (A);
2020-11-30;359,59;Normal value (A);
2020-11-27;362,32;Normal value (A);
2020-11-26;361,18;Normal value (A);
2020-11-25;361,13;Normal value (A);
2020-11-24;361,35;Normal value (A);
2020-11-23;360,21;Normal value (A);
2020-11-20;359,50;Normal value (A);
2020-11-19;360,90;Normal value (A);
2020-11-18;360,25;Normal value (A);
2020-11-17;361,50;Normal value (A);
2020-11-16;358,16;Normal value (A);
2020-11-13;355,71;Normal value (A);
2020-11-12;355,20;Normal value (A);
2020-11-11;356,02;Normal value (A);
2020-11-10;357,36;Normal value (A);
2020-11-09;356,98;Normal value (A);
2020-11-06;359,02;Normal value (A);
2020-11-05;357,83;Normal value (A);
2020-11-04;362,42;Normal value (A);
2020-11-03;363,82;Normal value (A);
2020-11-02;366,24;Normal value (A);
2020-10-30;367,45;Normal value (A);
2020-10-29;368,00;Normal value (A);
2020-10-28;367,11;Normal value (A);
2020-10-27;365,41;Normal value (A);
2020-10-26;365,02;Normal value (A);
2020-10-23;364,17;Normal value (A);
2020-10-22;364,60;Normal value (A);
2020-10-21;364,01;Normal value (A);
2020-10-20;365,68;Normal value (A);
2020-10-19;365,05;Normal value (A);
2020-10-16;364,36;Normal value (A);
2020-10-15;364,58;Normal value (A);
2020-10-14;363,49;Normal value (A);
2020-10-13;360,20;Normal value (A);
2020-10-12;356,83;Normal value (A);
2020-10-09;356,28;Normal value (A);
2020-10-08;357,48;Normal value (A);
2020-10-07;359,25;Normal value (A);
2020-10-06;359,72;Normal value (A);
2020-10-05;358,17;Normal value (A);
2020-10-02;358,88;Normal value (A);
2020-10-01;359,89;Normal value (A);
2020-09-30;365,53;Normal value (A);
2020-09-29;365,70;Normal value (A);
2020-09-28;364,12;Normal value (A);
2020-09-25;363,16;Normal value (A);
2020-09-24;364,45;Normal value (A);
2020-09-23;365,01;Normal value (A);
2020-09-22;362,05;Normal value (A);
2020-09-21;363,08;Normal value (A);
2020-09-18;360,78;Normal value (A);
2020-09-17;361,16;Normal value (A);
2020-09-16;358,54;Normal value (A);
2020-09-15;357,68;Normal value (A);
2020-09-14;357,65;Normal value (A);
2020-09-11;357,13;Normal value (A);
2020-09-10;357,85;Normal value (A);
2020-09-09;357,70;Normal value (A);
2020-09-08;361,37;Normal value (A);
2020-09-07;359,92;Normal value (A);
2020-09-04;359,60;Normal value (A);
2020-09-03;358,05;Normal value (A);
2020-09-02;358,77;Normal value (A);
2020-09-01;354,02;Normal value (A);
2020-08-31;354,54;Normal value (A);
2020-08-28;355,18;Normal value (A);
2020-08-27;355,98;Normal value (A);
2020-08-26;354,74;Normal value (A);
2020-08-25;353,46;Normal value (A);
2020-08-24;350,83;Normal value (A);
2020-08-21;350,68;Normal value (A);
2020-08-20;350,39;Normal value (A);
2020-08-19;349,79;Normal value (A);
2020-08-18;349,85;Normal value (A);
2020-08-17;348,53;Normal value (A);
2020-08-14;346,11;Normal value (A);
2020-08-13;344,93;Normal value (A);
2020-08-12;345,15;Normal value (A);
2020-08-11;345,03;Normal value (A);
2020-08-10;345,19;Normal value (A);
2020-08-07;345,93;Normal value (A);
2020-08-06;346,23;Normal value (A);
2020-08-05;344,50;Normal value (A);
2020-08-04;344,73;Normal value (A);
2020-08-03;345,72;Normal value (A);
2020-07-31;344,95;Normal value (A);
2020-07-30;345,60;Normal value (A);
2020-07-29;347,67;Normal value (A);
2020-07-28;346,98;Normal value (A);
2020-07-27;345,91;Normal value (A);
2020-07-24;346,98;Normal value (A);
2020-07-23;347,31;Normal value (A);
2020-07-22;349,27;Normal value (A);
2020-07-21;350,64;Normal value (A);
2020-07-20;352,56;Normal value (A);
2020-07-17;353,72;Normal value (A);
2020-07-16;354,08;Normal value (A);
2020-07-15;353,25;Normal value (A);
2020-07-14;355,48;Normal value (A);
2020-07-13;353,83;Normal value (A);
2020-07-10;353,70;Normal value (A);
2020-07-09;354,25;Normal value (A);
2020-07-08;355,49;Normal value (A);
2020-07-07;353,62;Normal value (A);
2020-07-06;352,83;Normal value (A);
2020-07-03;352,55;Normal value (A);
2020-07-02;351,59;Normal value (A);
2020-07-01;354,50;Normal value (A);
2020-06-30;356,58;Normal value (A);
2020-06-29;356,30;Normal value (A);
2020-06-26;355,15;Normal value (A);
2020-06-25;354,35;Normal value (A);
2020-06-24;351,58;Normal value (A);
2020-06-23;350,43;Normal value (A);
2020-06-22;346,60;Normal value (A);
2020-06-19;345,44;Normal value (A);
2020-06-18;345,94;Normal value (A);
2020-06-17;344,50;Normal value (A);
2020-06-16;345,50;Normal value (A);
2020-06-15;347,06;Normal value (A);
2020-06-12;346,00;Normal value (A);
2020-06-11;344,85;Normal value (A);
2020-06-10;343,13;Normal value (A);
2020-06-09;345,00;Normal value (A);
2020-06-08;344,16;Normal value (A);
2020-06-05;344,62;Normal value (A);
2020-06-04;344,90;Normal value (A);
2020-06-03;345,89;Normal value (A);
2020-06-02;345,67;Normal value (A);
2020-06-01;345,45;Normal value (A);
2020-05-29;348,73;Normal value (A);
2020-05-28;349,74;Normal value (A);
2020-05-27;348,70;Normal value (A);
2020-05-26;349,60;Normal value (A);
2020-05-25;350,72;Normal value (A);
2020-05-22;349,40;Normal value (A);
2020-05-21;348,59;Normal value (A);
2020-05-20;350,61;Normal value (A);
2020-05-19;350,35;Normal value (A);
2020-05-18;353,39;Normal value (A);
2020-05-15;354,70;Normal value (A);
2020-05-14;354,66;Normal value (A);
2020-05-13;353,58;Normal value (A);
2020-05-12;350,75;Normal value (A);
2020-05-11;349,84;Normal value (A);
2020-05-08;349,38;Normal value (A);
2020-05-07;349,36;Normal value (A);
2020-05-06;349,59;Normal value (A);
2020-05-05;350,27;Normal value (A);
2020-05-04;353,27;Normal value (A);
2020-04-30;352,72;Normal value (A);
2020-04-29;355,55;Normal value (A);
2020-04-28;355,94;Normal value (A);
2020-04-27;354,57;Normal value (A);
2020-04-24;355,19;Normal value (A);
2020-04-23;357,51;Normal value (A);
2020-04-22;355,11;Normal value (A);
2020-04-21;355,02;Normal value (A);
2020-04-20;354,57;Normal value (A);
2020-04-17;351,81;Normal value (A);
2020-04-16;349,56;Normal value (A);
2020-04-15;350,30;Normal value (A);
2020-04-14;350,70;Normal value (A);
2020-04-09;354,76;Normal value (A);
2020-04-08;359,34;Normal value (A);
2020-04-07;357,62;Normal value (A);
2020-04-06;365,24;Normal value (A);
2020-04-03;365,15;Normal value (A);
2020-04-02;363,73;Normal value (A);
2020-04-01;369,36;Normal value (A);
2020-03-31;360,02;Normal value (A);
2020-03-30;358,72;Normal value (A);
2020-03-27;355,65;Normal value (A);
2020-03-26;354,99;Normal value (A);
2020-03-25;354,97;Normal value (A);
2020-03-24;353,07;Normal value (A);
2020-03-23;352,33;Normal value (A);
2020-03-20;350,91;Normal value (A);
2020-03-19;356,06;Normal value (A);
2020-03-18;351,38;Normal value (A);
2020-03-17;347,04;Normal value (A);
2020-03-16;344,97;Normal value (A);
2020-03-13;338,88;Normal value (A);
2020-03-12;338,37;Normal value (A);
2020-03-11;335,46;Normal value (A);
2020-03-10;336,20;Normal value (A);
2020-03-09;336,25;Normal value (A);
2020-03-06;335,48;Normal value (A);
2020-03-05;335,70;Normal value (A);
2020-03-04;334,96;Normal value (A);
2020-03-03;336,68;Normal value (A);
2020-03-02;336,92;Normal value (A);
2020-02-28;337,57;Normal value (A);
2020-02-27;338,37;Normal value (A);
2020-02-26;339,28;Normal value (A);
2020-02-25;337,41;Normal value (A);
2020-02-24;337,61;Normal value (A);
2020-02-21;337,10;Normal value (A);
2020-02-20;338,00;Normal value (A);
2020-02-19;336,33;Normal value (A);
2020-02-18;334,83;Normal value (A);
2020-02-17;334,64;Normal value (A);
2020-02-14;335,67;Normal value (A);
2020-02-13;337,12;Normal value (A);
2020-02-12;339,49;Normal value (A);
2020-02-11;337,93;Normal value (A);
2020-02-10;337,37;Normal value (A);
2020-02-07;338,15;Normal value (A);
2020-02-06;336,76;Normal value (A);
2020-02-05;335,76;Normal value (A);
2020-02-04;336,32;Normal value (A);
2020-02-03;337,70;Normal value (A);
2020-01-31;337,05;Normal value (A);
2020-01-30;338,36;Normal value (A);
2020-01-29;337,39;Normal value (A);
2020-01-28;337,18;Normal value (A);
2020-01-27;337,53;Normal value (A);
2020-01-24;336,01;Normal value (A);
2020-01-23;337,19;Normal value (A);
2020-01-22;335,61;Normal value (A);
2020-01-21;335,32;Normal value (A);
2020-01-20;336,39;Normal value (A);
2020-01-17;335,59;Normal value (A);
2020-01-16;333,84;Normal value (A);
2020-01-15;332,94;Normal value (A);
2020-01-14;332,77;Normal value (A);
2020-01-13;334,29;Normal value (A);
2020-01-10;333,85;Normal value (A);
2020-01-09;332,51;Normal value (A);
2020-01-08;331,08;Normal value (A);
2020-01-07;331,28;Normal value (A);
2020-01-06;329,66;Normal value (A);
2020-01-03;330,53;Normal value (A);
2020-01-02;329,98;Normal value (A);
2019-12-31;330,53;Normal value (A);
2019-12-30;331,04;Normal value (A);
2019-12-27;330,83;Normal value (A);
2019-12-24;331,76;Normal value (A);
2019-12-23;331,24;Normal value (A);
2019-12-20;330,50;Normal value (A);
2019-12-19;330,52;Normal value (A);
2019-12-18;330,77;Normal value (A);
2019-12-17;329,71;Normal value (A);
2019-12-16;329,01;Normal value (A);
2019-12-13;328,85;Normal value (A);
2019-12-12;329,40;Normal value (A);
2019-12-11;330,74;Normal value (A);
2019-12-10;330,85;Normal value (A);
2019-12-09;331,58;Normal value (A);
2019-12-06;330,19;Normal value (A);
2019-12-05;330,85;Normal value (A);
2019-12-04;331,01;Normal value (A);
2019-12-03;331,75;Normal value (A);
2019-12-02;332,98;Normal value (A);
2019-11-29;333,82;Normal value (A);
2019-11-28;336,25;Normal value (A);
2019-11-27;335,95;Normal value (A);
2019-11-26;336,16;Normal value (A);
2019-11-25;335,23;Normal value (A);
2019-11-22;334,29;Normal value (A);
2019-11-21;333,75;Normal value (A);
2019-11-20;333,41;Normal value (A);
2019-11-19;334,93;Normal value (A);
2019-11-18;335,27;Normal value (A);
2019-11-15;334,80;Normal value (A);
2019-11-14;333,87;Normal value (A);
2019-11-13;334,75;Normal value (A);
2019-11-12;334,39;Normal value (A);
2019-11-11;334,35;Normal value (A);
2019-11-08;333,37;Normal value (A);
2019-11-07;332,73;Normal value (A);
2019-11-06;331,68;Normal value (A);
2019-11-05;329,84;Normal value (A);
2019-11-04;328,78;Normal value (A);
2019-11-01;328,33;Normal value (A);
2019-10-31;328,70;Normal value (A);
2019-10-30;329,72;Normal value (A);
2019-10-29;328,78;Normal value (A);
2019-10-28;328,16;Normal value (A);
2019-10-25;328,87;Normal value (A);
